athleteName,athleteURL,country
Manuel Fettner,https://www.olympedia.org/athletes/136742,AUT
Dawid Kubacki,https://www.olympedia.org/athletes/128274,POL
Marius Lindvik,https://www.olympedia.org/athletes/2301714,NOR
Ryoyu Kobayashi,https://www.olympedia.org/athletes/137476,JPN
Karl Geiger,https://www.olympedia.org/athletes/137327,GER
Urša Bogataj,https://www.olympedia.org/athletes/137999,SLO
Katharina Althaus,https://www.olympedia.org/athletes/127860,GER
Nika Križnar,https://www.olympedia.org/athletes/138001,SLO
Tim Mastnak,https://www.olympedia.org/athletes/138009,SLO
Vic Wild,https://www.olympedia.org/athletes/128400,ROC
Mark McMorris,https://www.olympedia.org/athletes/127529,CAN
Ayumu Hirano,https://www.olympedia.org/athletes/128021,JPN
Jan Scherrer,https://www.olympedia.org/athletes/128543,SUI
Omar Visintin,https://www.olympedia.org/athletes/127958,ITA
Mons Røisland,https://www.olympedia.org/athletes/137757,NOR
Max Parrot,https://www.olympedia.org/athletes/127530,CAN
Ester Ledecká,https://www.olympedia.org/athletes/127620,CZE
Daniela Ulbing,https://www.olympedia.org/athletes/136745,AUT
Gloria Kotnik,https://www.olympedia.org/athletes/119573,SLO
Julia Marino,https://www.olympedia.org/athletes/138364,USA
Tess Coady,https://www.olympedia.org/athletes/147830,AUS
Queralt Castellet,https://www.olympedia.org/athletes/109979,ESP
Sena Tomita,https://www.olympedia.org/athletes/137483,JPN
Lindsey Jacobellis,https://www.olympedia.org/athletes/110950,USA
Chloé Trespeuch,https://www.olympedia.org/athletes/127764,FRA
Meryeta O'Dine,https://www.olympedia.org/athletes/1800067,CAN
Anna Gasser,https://www.olympedia.org/athletes/127380,AUT
Gao Tingyu,https://www.olympedia.org/athletes/136976,CHN
Cha Min-Gyu,https://www.olympedia.org/athletes/137635,KOR
Wataru Morishige,https://www.olympedia.org/athletes/148562,JPN
Håvard Lorentzen,https://www.olympedia.org/athletes/128235,NOR
Thomas Krol,https://www.olympedia.org/athletes/148675,NED
Min-Seok Kim,https://www.olympedia.org/athletes/137638,KOR
Hallgeir Engebråten,https://www.olympedia.org/athletes/148715,NOR
Nils van der Poel,https://www.olympedia.org/athletes/138219,SWE
Patrick Roest,https://www.olympedia.org/athletes/137696,NED
Davide Ghiotto,https://www.olympedia.org/athletes/137427,ITA
Bart Swings,https://www.olympedia.org/athletes/127397,BEL
Jeong Jae-Won,https://www.olympedia.org/athletes/137636,KOR
Lee Seung-Hun,https://www.olympedia.org/athletes/119690,KOR
Erin Jackson,https://www.olympedia.org/athletes/138378,USA
Angelina Golikova,https://www.olympedia.org/athletes/128402,ROC
Brittany Bowe,https://www.olympedia.org/athletes/128778,USA
Ireen Wüst,https://www.olympedia.org/athletes/109767,NED
Isabelle Weidemann,https://www.olympedia.org/athletes/136920,CAN
Martina Sáblíková,https://www.olympedia.org/athletes/109768,CZE
Irene Schouten,https://www.olympedia.org/athletes/137692,NED
Giovanni Franzoni,https://www.olympedia.org/athletes/156710,ITA
Dominik Paris,https://www.olympedia.org/athletes/118350,ITA
Franjo von Allmen,https://www.olympedia.org/athletes/157056,SUI
Ryan Cochran-Siegle,https://www.olympedia.org/athletes/138251,USA
Lucas Pinheiro Braathen,https://www.olympedia.org/athletes/148687,BRA
Marco Odermatt,https://www.olympedia.org/athletes/148903,SUI
Loïc Meillard,https://www.olympedia.org/athletes/138020,SUI
Fabio Gstrein,https://www.olympedia.org/athletes/156065,AUT
Henrik Kristoffersen,https://www.olympedia.org/athletes/128182,NOR
Breezy Johnson,https://www.olympedia.org/athletes/138247,USA
Emma Aicher,https://www.olympedia.org/athletes/148378,GER
Sofia Goggia,https://www.olympedia.org/athletes/137377,ITA
Romane Miradoli,https://www.olympedia.org/athletes/137158,FRA
Conny Hütter,https://www.olympedia.org/athletes/127321,AUT
Federica Brignone,https://www.olympedia.org/athletes/118361,ITA
Thea Stjernesund,https://www.olympedia.org/athletes/148683,NORSWE
Sara Hector,https://www.olympedia.org/athletes/128579,NORSWE
Mikaela Shiffrin,https://www.olympedia.org/athletes/128669,USA
Camille Rast,https://www.olympedia.org/athletes/148900,SUI
Anna Swenn-Larsson,https://www.olympedia.org/athletes/128580,SWE
Vetle Sjåstad Christiansen,https://www.olympedia.org/athletes/148695,NOR
Martin Ponsiluoma,https://www.olympedia.org/athletes/138153,SWE
Émilien Jacquelin,https://www.olympedia.org/athletes/137169,FRA
Johannes Dale-Skjevdal,https://www.olympedia.org/athletes/156947,NOR
Quentin Fillon Maillet,https://www.olympedia.org/athletes/137167,FRA
Johan-Olav Botn,https://www.olympedia.org/athletes/156946,NOR
Éric Perrot,https://www.olympedia.org/athletes/156457,FRA
Sturla Holm Lægreid,https://www.olympedia.org/athletes/148696,NOR
Lisa Vittozzi,https://www.olympedia.org/athletes/137384,ITA
Maren Kirkeeide,https://www.olympedia.org/athletes/156931,NOR
Suvi Minkkinen,https://www.olympedia.org/athletes/137094,FIN
Océane Michelon,https://www.olympedia.org/athletes/156410,FRA
Tereza Voborníková,https://www.olympedia.org/athletes/148144,CZE
Julia Simon,https://www.olympedia.org/athletes/148329,FRA
Lou Jeanmonnot,https://www.olympedia.org/athletes/1800317,FRA
Lora Hristova,https://www.olympedia.org/athletes/138716,BUL
Elana Meyers Taylor,https://www.olympedia.org/athletes/118644,USA
Laura Nolte,https://www.olympedia.org/athletes/2301452,GER
Kaillie Humphries,https://www.olympedia.org/athletes/118672,USA
Ben Ogden,https://www.olympedia.org/athletes/149085,USA
Oskar Opstad Vike,https://www.olympedia.org/athletes/156953,NOR
Einar Hedegart,https://www.olympedia.org/athletes/156950,NOR
Emil Iversen,https://www.olympedia.org/athletes/137723,NOR
Johannes Høsflot Klæbo,https://www.olympedia.org/athletes/137724,NOR
Mathis Desloges,https://www.olympedia.org/athletes/156459,FRA
Martin Nyenget,https://www.olympedia.org/athletes/156951,NOR
Linn Svahn,https://www.olympedia.org/athletes/157122,SWE
Jonna Sundling,https://www.olympedia.org/athletes/2300905,SWE
Maja Dahlqvist,https://www.olympedia.org/athletes/148990,SWE
Jessie Diggins,https://www.olympedia.org/athletes/128689,USA
Nadja Kälin,https://www.olympedia.org/athletes/148918,SUI
Frida Karlsson,https://www.olympedia.org/athletes/148991,SWE
Ebba Andersson,https://www.olympedia.org/athletes/138155,SWE
Heidi Weng,https://www.olympedia.org/athletes/128190,NOR
Mikhail Shaydorov,https://www.olympedia.org/athletes/156819,KAZ
Yuma Kagiyama,https://www.olympedia.org/athletes/139337,JPN
Shun Sato,https://www.olympedia.org/athletes/156797,JPN
Alysa Liu,https://www.olympedia.org/athletes/149110,USA
Kaori Sakamoto,https://www.olympedia.org/athletes/137457,JPN
Ami Nakai,https://www.olympedia.org/athletes/156769,JPN
Cooper Woods,https://www.olympedia.org/athletes/147829,AUS
Wang Xindi,https://www.olympedia.org/athletes/136956,CHN
Noé Roth,https://www.olympedia.org/athletes/138066,SUI
Li Tianma,https://www.olympedia.org/athletes/156256,CHN
Simone Deromedis,https://www.olympedia.org/athletes/148488,ITA
Federico Tomasoni,https://www.olympedia.org/athletes/156721,ITA
Alex Fiva,https://www.olympedia.org/athletes/128495,SUI
Alex Ferreira,https://www.olympedia.org/athletes/138294,USA
Henry Sildaru,https://www.olympedia.org/athletes/156357,EST
Brendan Mackay,https://www.olympedia.org/athletes/147951,CAN
Mikaël Kingsbury,https://www.olympedia.org/athletes/127471,CAN
Ikuma Horishima,https://www.olympedia.org/athletes/137452,JPN
Matt Graham,https://www.olympedia.org/athletes/127299,AUS
Birk Ruud,https://www.olympedia.org/athletes/2301674,NOR
Alex Hall,https://www.olympedia.org/athletes/138295,USA
Luca Harrington,https://www.olympedia.org/athletes/139226,NZL
Tormod Frostad,https://www.olympedia.org/athletes/139268,NOR
Mac Forehand,https://www.olympedia.org/athletes/149099,USA
Matěj Švancer,https://www.olympedia.org/athletes/139262,AUT
Perrine Laffont,https://www.olympedia.org/athletes/127739,FRA
Xu Mengtao,https://www.olympedia.org/athletes/119040,CHN
Danielle Scott,https://www.olympedia.org/athletes/127294,AUS
Shao Qi,https://www.olympedia.org/athletes/148055,CHN
Daniela Maier,https://www.olympedia.org/athletes/148407,GER
Fanny Smith,https://www.olympedia.org/athletes/118972,SUI
Sandra Näslund,https://www.olympedia.org/athletes/128594,SWE
Li Fanghui,https://www.olympedia.org/athletes/139163,CHN
Zoe Atkin,https://www.olympedia.org/athletes/148356,GBR
Mathilde Gremaud,https://www.olympedia.org/athletes/138056,SUI
Megan Oldham,https://www.olympedia.org/athletes/147946,CAN
Eileen Gu,https://www.olympedia.org/athletes/139214,CHN
Flora Tabanelli,https://www.olympedia.org/athletes/1806981,ITA
Jakara Anthony,https://www.olympedia.org/athletes/136680,AUS
Jaelin Kauf,https://www.olympedia.org/athletes/138286,USA
Liz Lemley,https://www.olympedia.org/athletes/1806313,USA
Max Langenhan,https://www.olympedia.org/athletes/148431,GER
Jonas Müller,https://www.olympedia.org/athletes/156075,AUT
Dominik Fischnaller,https://www.olympedia.org/athletes/127946,ITA
Julia Taubitz,https://www.olympedia.org/athletes/148430,GER
Elīna Bota,https://www.olympedia.org/athletes/148630,LAT
Ashley Farquharson,https://www.olympedia.org/athletes/2302054,USA
Eero Hirvonen,https://www.olympedia.org/athletes/137145,FIN
Jens Lurås Oftebro,https://www.olympedia.org/athletes/148708,NOR
Johannes Lamparter,https://www.olympedia.org/athletes/147869,AUT
Ilkka Herola,https://www.olympedia.org/athletes/127694,FIN
Steven Dubois,https://www.olympedia.org/athletes/148016,CAN
Melle van 't Wout,https://www.olympedia.org/athletes/156926,NED
Sun Long,https://www.olympedia.org/athletes/148134,CHN
In Jong-Eon,https://www.olympedia.org/athletes/156852,KOR
Jens van 't Wout,https://www.olympedia.org/athletes/148681,NED
Hwang Dae-Heon,https://www.olympedia.org/athletes/137644,KOR
Roberts Krūzbergs,https://www.olympedia.org/athletes/148636,LAT
Arianna Fontana,https://www.olympedia.org/athletes/109931,ITA
Xandra Velzeboer,https://www.olympedia.org/athletes/148679,NED
Courtney Sarault,https://www.olympedia.org/athletes/148015,CAN
Kim Gil-Ri,https://www.olympedia.org/athletes/156835,KOR
Choi Min-Jeong,https://www.olympedia.org/athletes/137639,KOR
Corie Stoddard,https://www.olympedia.org/athletes/149169,USA
Matt Weston,https://www.olympedia.org/athletes/148367,GBR
Axel Jungk,https://www.olympedia.org/athletes/137323,GER
Christopher Grotheer,https://www.olympedia.org/athletes/137322,GER
Janine Flock,https://www.olympedia.org/athletes/127373,AUT
Susanne Kreher,https://www.olympedia.org/athletes/156571,GER
Jacqueline Pfeifer,https://www.olympedia.org/athletes/137320,GER
Philipp Raimund,https://www.olympedia.org/athletes/156623,GER
Gregor Deschwanden,https://www.olympedia.org/athletes/128528,JPNSUI
Domen Prevc,https://www.olympedia.org/athletes/157021,SLO
Ren Nikaido,https://www.olympedia.org/athletes/156801,JPN
Kacper Tomasiak,https://www.olympedia.org/athletes/1807027,POL
Nozomi Maruyama,https://www.olympedia.org/athletes/156778,JPN
Anna Odine Strøm,https://www.olympedia.org/athletes/2301717,NOR
Eirin Maria Kvandal,https://www.olympedia.org/athletes/156939,NOR
Nika Prevc,https://www.olympedia.org/athletes/157016,SLO
Oriol Cardona,https://www.olympedia.org/athletes/156349,ESP
Nikita Filippov,https://www.olympedia.org/athletes/140155,AIN
Thibault Anselmet,https://www.olympedia.org/athletes/156501,FRA
Marianne Fatton,https://www.olympedia.org/athletes/157051,SUI
Emily Harrop,https://www.olympedia.org/athletes/156445,FRA
Ana Alonso,https://www.olympedia.org/athletes/156344,ESP
Benjamin Karl,https://www.olympedia.org/athletes/119838,AUT
Kim Sang-Gyeom,https://www.olympedia.org/athletes/128098,KOR
Tervel Zamfirov,https://www.olympedia.org/athletes/156115,BUL
Taiga Hasegawa,https://www.olympedia.org/athletes/156798,JPN
Jake Canter,https://www.olympedia.org/athletes/157306,USA
Yuto Totsuka,https://www.olympedia.org/athletes/137488,JPN
Scotty James,https://www.olympedia.org/athletes/119625,AUS
Ryusei Yamada,https://www.olympedia.org/athletes/1807195,JPN
Alessandro Hämmerle,https://www.olympedia.org/athletes/127383,AUT
Éliot Grondin,https://www.olympedia.org/athletes/136915,CAN
Jakob Dusek,https://www.olympedia.org/athletes/147871,AUT
Kira Kimura,https://www.olympedia.org/athletes/156799,JPN
Ryoma Kimata,https://www.olympedia.org/athletes/139893,JPN
Su Yiming,https://www.olympedia.org/athletes/148117,CHN
Zuzana Maděrová,https://www.olympedia.org/athletes/148199,CZE
Sabine Payer,https://www.olympedia.org/athletes/156059,AUT
Lucia Dalmasso,https://www.olympedia.org/athletes/148498,ITA
Mari Fukada,https://www.olympedia.org/athletes/156776,JPN
Choi Ga-On,https://www.olympedia.org/athletes/156831,KOR
Chloe Kim,https://www.olympedia.org/athletes/138361,USA
Mitsuki Ono,https://www.olympedia.org/athletes/140011,JPN
Josie Baff,https://www.olympedia.org/athletes/139963,AUS
Eva Adamczyková,https://www.olympedia.org/athletes/127621,CZE
Michela Moioli,https://www.olympedia.org/athletes/127953,ITA
Kokomo Murase,https://www.olympedia.org/athletes/148551,JPN
Zoi Sadowski-Synnott,https://www.olympedia.org/athletes/137770,NZL
Yu Seung-Eun,https://www.olympedia.org/athletes/1807206,KOR
Laurent Dubreuil,https://www.olympedia.org/athletes/136925,CAN
Jenning de Boo,https://www.olympedia.org/athletes/140277,NED
Ning Zhongyan,https://www.olympedia.org/athletes/148129,CHN
Jordan Stolz,https://www.olympedia.org/athletes/140168,USA
Kjeld Nuis,https://www.olympedia.org/athletes/137695,NED
Sander Eitrem,https://www.olympedia.org/athletes/140169,NOR
Riccardo Lorello,https://www.olympedia.org/athletes/156754,ITA
Metoděj Jílek,https://www.olympedia.org/athletes/156326,CZE
Vladimir Semirunniy,https://www.olympedia.org/athletes/156989,POL
Jorrit Bergsma,https://www.olympedia.org/athletes/128171,NED
Viktor Hald Thorup,https://www.olympedia.org/athletes/137072,DEN
Andrea Giovannini,https://www.olympedia.org/athletes/127962,ITA
Jutta Leerdam,https://www.olympedia.org/athletes/148673,NED
Femke Kok,https://www.olympedia.org/athletes/148672,NED
Miho Takagi,https://www.olympedia.org/athletes/119701,JPN
Antoinette Rijpma-de Jong,https://www.olympedia.org/athletes/128166,NED
Valérie Maltais,https://www.olympedia.org/athletes/119809,CAN
Francesca Lollobrigida,https://www.olympedia.org/athletes/127960,ITA
Merel Conijn,https://www.olympedia.org/athletes/156913,NED
Ragne Wiklund,https://www.olympedia.org/athletes/148714,NOR
Marijke Groenewoud,https://www.olympedia.org/athletes/148670,NED
Ivanie Blondin,https://www.olympedia.org/athletes/127534,CAN
Mia Manganello,https://www.olympedia.org/athletes/138379,USA
